datetime,polarity,modality,uncertainty
2006-11-10,0.12183370820460385,-3.228173496201363,3.0245055091408295
2006-11-13,0.8460289806714307,0.5302565945221087,-1.083621080249533
2006-11-20,0.48300526352693424,0.5302565945221087,-0.451601604958708
2006-12-01,1.297956465279885,0.060452833181674714,0.49642760797752944
2006-12-07,0.394101496062976,0.5302565945221087,-1.083621080249533
2006-12-08,2.685225670082067,-0.4093509281587593,1.4444568209137671
2007-01-02,0.394101496062976,0.5302565945221087,-1.083621080249533
2007-01-16,0.031077778918479796,0.5302565945221087,-1.083621080249533
2007-01-23,3.0463972254043967,-0.4093509281587593,-0.451601604958708
2007-01-26,1.8230443418638886,-1.3489584508396273,1.286451952091061
2007-01-27,1.9869606631255616,0.060452833181674714,0.18041787033211695
2007-02-16,0.49874863901534366,0.5302565945221087,-0.9256162114268267
2007-03-14,-0.09486922498879415,1.0000603558625427,-0.13559186731329553
2007-03-19,0.8163943915167777,0.5302565945221087,-1.083621080249533
2007-04-16,-0.42455402933430625,-1.3489584508396277,1.7604665585591797
2007-04-19,2.0795687542338515,-0.4093509281587593,0.8124373456229419
2007-04-22,0.6033957819677112,-3.228173496201363,1.4444568209137671
2007-04-23,1.2305377749530502,1.8457071262753242,-0.7676113426041205
2007-04-27,0.12183370820460385,1.4698641172029767,-1.083621080249533
2007-05-03,0.5126398526815871,-0.5659521819389038,0.18041787033211695
2007-05-04,0.20085927928367786,-0.25274967437861456,0.3910910287623921
2007-05-12,0.6052479437898768,-0.4093509281587593,-0.451601604958708
2007-05-15,0.6941517112538352,-0.4093509281587593,0.18041787033211695
2007-05-18,-0.8486990866102738,0.060452833181674714,0.18041787033211695
2007-06-05,1.325738892612372,1.0000603558625427,-0.13559186731329553
2007-06-08,0.17925072469174363,-0.8791546894991932,2.708495771495417
2007-06-11,1.4498337346974803,-1.8187622121800613,0.49642760797752944
2007-06-15,-0.15043407965376832,0.060452833181674714,-0.7676113426041205
2007-06-18,0.21258963749072804,0.060452833181674714,-0.7676113426041205
2007-07-02,1.116444606707637,-0.8791546894991934,-0.13559186731329553
2007-07-06,-0.24119000893989234,0.5302565945221087,-0.7676113426041205
2007-07-13,1.0849578557308186,-1.8187622121800613,0.8124373456229419
2007-07-19,1.6739453151795418,0.2953547138518919,-0.7676113426041205
2007-07-26,0.031077778918479796,0.060452833181674714,-0.7676113426041205
2007-08-22,-0.03884132986827909,0.4128056541870003,-0.05658943290194233
2007-08-23,0.10639902635322204,-1.975363465960206,2.0764762962045924
2007-09-06,-1.1506014636232984,-0.4093509281587593,-0.451601604958708
2007-09-11,0.21258963749072804,-0.4093509281587593,-0.13559186731329553
2007-09-13,1.0868100175529842,-1.8187622121800613,0.8124373456229419
2007-09-14,-0.3930672783574877,0.5302565945221088,-0.451601604958708
2007-09-17,0.6348825329445297,0.5302565945221087,-0.7676113426041205
2007-09-26,0.031077778918479796,0.060452833181674714,-0.7676113426041205
2007-10-15,-2.1192820966160104,-1.3489584508396273,2.0764762962045924
2007-10-18,0.5782063811862562,-0.8791546894991934,0.49642760797752944
2007-10-24,0.5126398526815871,0.7651584751923259,-0.7676113426041205
2007-10-25,0.2570415212227072,-0.17444904748854234,-0.2935967361360018
2007-11-13,-1.4247214133038364,0.06045283318167463,2.0764762962045924
2007-11-28,0.2718588158000334,1.0000603558625427,-0.7676113426041205
